human_gene	chicken_gene
BMP6	BMP6
SEMA3A	SEMA3A
DBNDD1	DBNDD1
DCAF12	DCAF12L2
GLUL	GLUL
MAP3K4	MAP3K4
VIPAS39	VIPAS39
PLEKHA1	PLEKHA1
RC3H2	RC3H2
SULF1	SULF1
RGSL1	RGSL1
NUDT7	NUDT7
AASDH	AASDH
VOPP1	VOPP1
ENPP7	ENPP7
CWF19L2	CWF19L2
CDH1	CDH3
CDH1	CDH1
UBALD2	UBALD2
RND3	RND3
SUCNR1	SUCNR1
ALYREF	ALYREF
CFAP91	MAATS1
IL13RA1	IL13RA1
CSNK1D	CSNK1D
PARP6	PARP6
AVPI1	AVPI1
SNX5	SNX5
IGF2BP3	IGF2BP3
TRIM63	TRIM63
GFI1B	GFI1B
GAL3ST1	GAL3ST1
C1orf232	C1orf232
SEMA4C	SEMA4C
ZNF593	ZNF593
ACOX2	ACOX2
YAE1	YAE1D1
NSMCE4A	NSMCE4A
PUM3	PUM3
NDUFA4	NDUFA4
LPO	LPO
TRA2A	TRA2A
IFT52	IFT52
BMP4	BMP4
LRRC7	LRRC7
C10orf71	C10orf71
ANXA8L1	ANXA8L1
SAMHD1	SAMHD1
AATK	AATK
SERGEF	SERGEF
UBN1	UBN1
PODXL	PODXL
FRMD6	FRMD6
EFCAB6	EFCAB6
BTBD8	BTBD8
GFAP	GFAP
CPZ	CPZ
PTP4A3	PTP4A3
CHTOP	CHTOP
MT2A	MT4
FAM13C	FAM13C
TMC7	TMC7
P3H2	P3H2
TXNDC5	TXNDC5
SYT6	SYT6
PACSIN2	PACSIN2
RAB19	RAB19
JADE1	JADE1
HERPUD2	HERPUD2
PPIL1	PPIL1
GEMIN8	GEMIN8
SASH1	SASH1
CRAMP1	CRAMP1
RPS6KB2	RPS6KB2
DYNLT2B	TCTEX1D2
ARMH3	ARMH3
WASL	WASL
UFL1	UFL1
NRSN2	NRSN2
MED1	MED1
NAA60	NAA60
SNX3	SNX3
EHD4	EHD4
DBF4	DBF4
PRRT1B	PRRT1B
E2F5	E2F5
ALAD	HDHD3
TRPC4AP	TRPC4AP
CYP19A1	CYP19A1
AREL1	AREL1
TSPAN10	TSPAN10
RGS22	RGS22
WFIKKN2	WFIKKN2
PPM1D	PPM1D
RBM41	RBM41
KLHL24	KLHL24
DEAF1	DEAF1
CASP2	CASP2
EVPL	EVPL
KRTCAP3	KRTCAP3
ZFYVE27	ZFYVE27
TMUB1	TMUB1
JPT2	JPT2
RUFY3	RUFY3
IREB2	IREB2
VAMP2	VAMP2
INTS4	INTS4
ADCK1	ADCK1
RBIS	C8orf59
RPIA	RPIA
WNK4	WNK4
NUDT1	NUDT1
MRTFB	MKL2
HSPE1	HSPE1
DGUOK	DGUOK
SCLT1	SCLT1
RSKR	SGK494
WDR72	WDR72
SMO	SMO
RAB37	RAB37
STK17B	STK17B
TRAF3	TRAF3
TSPAN6	TSPAN6
FAM161A	FAM161A
UBR5	UBR5
CCR1	CCR2
CCR1	CCR5
SNCG	SNCG
NPY	NPY
MME	MME
CFAP20	CFAP20
AKAP9	AKAP9
GPRIN3	GPRIN3
BARD1	BARD1
ZDHHC16	ZDHHC16
LEF1	LEF1
ALDH1A3	ALDH1A3
MRPL28	MRPL28
EXOSC2	EXOSC2
COIL	COIL
LGMN	LGMN
SEPTIN9	SEPTIN9
MYH7B	MYH15
GCNT3	GCNT3
CWH43	CWH43
ENPP3	ENPP3
AP1S1	AP1S1
TMX4	TMX4
CD276	CD276
WDR24	WDR24
ETNK2	ETNK2
RRBP1	RRBP1
PPP1R37	PPP1R37
PTRHD1	PTRHD1
DPH7	DPH7
CDKAL1	CDKAL1
NOX4	NOX4
NME3	NME3
RPL3	RPL3
PDAP1	PDAP1
SKI	SKI
CENPA	CENPA
REN	REN
SNX8	SNX8
ASB8	ASB8
XYLT1	XYLT1
MCEE	MCEE
SLC2A8	SLC2A8
MCM3	MCM3
NMNAT3	NMNAT3
AGGF1	AGGF1
ARL9	ARL9
ADD1	ADD1
KCNA2	KCNA2
NECAB2	OSGIN1
DOCK11	DOCK11
FANCL	FANCL
RFC2	RFC2
HEYL	HEYL
MAP2K2	MAP2K2
FRRS1	FRRS1
TCERG1	TCERG1
NR2C1	NR2C1
ITGA9	ITGA9
TMEM82	TMEM82
NTRK3	NTRK3
RALGPS2	RALGPS2
SH3GL1	SH3GL1
ADNP	ADNP
CNTN2	CNTN2
MIS18BP1	MIS18BP1
SGSH	SGSH
ZDHHC9	ZDHHC9
CABLES2	CABLES2
QKI	QKI
ANXA1	ANXA1
MTERF3	MTERF3
TNS4	TNS4
RIOX2	MINA
SEL1L	SEL1L
RNF43	RNF43
NCOA5	NCOA5
PDGFB	PDGFB
TMEM59L	TMEM59L
TLCD3B	TLCD3B
SNRPD3	SNRPD3
TMEM87A	TMEM87B
ITGA3	ITGA3
DDX25	DDX25
TTC32	TTC32
TSPO	TSPO
DNAAF10	DNAAF10
MED16	MED16
GPD1	GPD1
SCRIB	SCRIB
CANX	CANX
SLITRK2	SLITRK2
ANKIB1	ANKIB1
C8A	C8A
SPINK8	SPINK7
FAIM	FAIM
ANAPC1	ANAPC1
TDP1	TDP1
SLC9A1	SLC9A1
NUP43	NUP43
PPP1R17	PPP1R17
MCAT	MCAT
RILPL1	RILPL1
AGTR1	AGTR1
ESAM	ESAM
SFI1	SFI1
SEM1	SHFM1
ARHGDIA	ARHGDIA
CRYM	CRYM
ACTC1	ACTC1
TFDP2	TFDP2
OSBP	OSBP
PTGDS	PTGDS
HS3ST5	HS3ST5
PALS2	MPP6
ACVRL1	ACVRL1
PTPN7	PTPN7
RTN4IP1	RTN4IP1
CHTF18	CHTF18
SLC25A4	SLC25A4
FAM118B	FAM118B
VARS2	VARS2
MRPS35	MRPS35
PLAC8	PLACL2
P4HA1	P4HA1
EIF3G	EIF3G
NEK4	NEK4
SOX9	SOX9
MLLT6	MLLT6
P3H3	P3H3
ZFAND2A	ZFAND2A
H2AZ1	H2AZ1
LIX1L	LIX1L
APOH	APOH
ZHX1	C2H8ORF76
HES4	HES4
CDKN2C	CDKN2C
ZNF513	ZNF513
TIFA	TIFA
NT5M	NT5M
FBXO8	FBXO8
GFUS	TSTA3
ABI3	ABI3
CREG1	CREG1
CEMIP	CEMIP
VEZT	VEZT
FAM221A	FAM221A
YTHDF2	YTHDF2
SUPT5H	SUPT5H
EXOC3L4	EXOC3L4
ATP1B1	ATP1B1
JPT1	HN1
CDCA4	CDCA4
SOS2	SOS2
CYP4A22	CYP4B7
SMG6	SMG6
FBXO25	FBXO25
NT5C3A	NT5C3A
LAMC3	LAMC3
TARS1	TARS
ARIH1	ARIH1
LRRC8C	LRRC8C
VTCN1	VTCN1
NKAP	NKAPL
WDR90	WDR90
ST6GALNAC5	ST6GALNAC5
METTL2B	METTL2B
GTPBP6	GTPBP6
DCTD	DCTD
ZZEF1	ZZEF1
SLC35D2	SLC35D2
EFCAB10	EFCAB10
UPRT	UPRT
IRS1	IRS1
MSL3B	MSL3
BHLHA15	BHLHA15
LMTK2	LMTK2
PPM1A	PPM1A
NEDD4	NEDD4
TMEM243	TMEM243
AHRR	AHRR
PHF14	PHF14
SP2	SP2
SRPRA	SRPRA
MST1R	MST1R
CD74	CD74
FAM167B	FAM167B
FBXO2	FBXO2
HOXB8	HOXB8
KLHL2	KLHL2
CCT6B	CCT6A
POMT1	POMT1
ARL4A	ARL4A
GABRD	GABRD
SMURF1	SMURF1
PPFIBP1	PPFIBP1
NOP58	NOP58
KIAA0408	KIAA0408
METRN	METRN
ALKBH3	ALKBH3
TAL1	TAL1
ESR1	ESR1
UBA52	UBA52
RORC	RORC
COQ7	COQ7
ABRAXAS1	FAM175A
RNF13	RNF13
HAP1	HAP1
SDR16C5	SDR16C5
SDR16C5	SDR16C6
PTK2B	PTK2B
PSMD7	PSMD7
GPATCH2L	GPATCH2L
DNAAF19	CCDC103
NUDT21	NUDT21
IQCA1	IQCA1
BAIAP2L1	BAIAP2L1
TMEM175	TMEM175
PRKAA2	PRKAA2
COX10	COX10
MYO6	MYO6
NIP7	NIP7
KCNK13	KCNK13
PALS1	MPP5
MASP2	MASP2
RBBP6	RBBP6
SAMD4A	SAMD4A
NOS2	NOS2
PMS2	PMS2
PRG4	PRG4
TMEM198	TMEM198
CHPF	CHPF
C19orf12	C19orf12
TSN	TSN
IQGAP3	IQGAP3
SHROOM1	SHROOM1
GNG2	GNG2
NEMP2	NEMP2
TRPC3	TRPC3
FBXW2	FBXW2
ALG9	ALG9
BAG3	BAG3
CNOT1	CNOT1
DET1	DET1
RPS7	RPS7
ZMYND12	ZMYND12
DCAF5	DCAF5
OBP2A	EXFABP
NEIL1	NEIL1
KDM6A	KDM6A
METTL14	METTL14
PDLIM7	PDLIM7
TP53BP2	TP53BP2
SETD3	SETD3
TLR3	TLR3
CCNI	CCNI
ASMTL	ASMTL
TAGLN	TAGLN
SLC16A14	SLC16A14
WDFY1	WDFY1
CARD8	CARD8
G6PC1	G6PC
RERE	RERE
LRRC57	LRRC57
KLF11	KLF11
MYO1D	MYO1D
STX19	STX19
TET2	TET2
KATNBL1	KATNBL1
ELAVL2	ELAVL2
ATP6V1C2	ATP6V1C2
PXK	PXK
NELFE	NELFE
ABHD11	ABHD11
MAOA	MAOA
MAPK10	MAPK10
DCAF8L2	DCAF8
PDZD11	PDZD11
SGO2	SGO2
ARHGAP5	ARHGAP5
CAV1	CAV1
HAO2	HAO2
DDX18	DDX18
STAMBPL1	STAMBPL1
MRPS24	MRPS24
AAMDC	AAMDC
NUBPL	NUBPL
FSD1L	FSD1L
OFD1	OFD1
MAPK6	MAPK4
TRMT61A	TRMT61A
SLC16A12	SLC16A12
CEP41	CEP41
SNX1	SNX1
ANKRD9	ANKRD9
TMEM177	TMEM177
CCL16	CCL4
CCL16	CCLI8
CCL16	CCLL4
UBAP2	UBAP2
UBAP2	UBAP2L2
EMC6	EMC6
LCLAT1	LBH
DHTKD1	DHTKD1
FOLR2	FOLR3
FOLR2	FOLR1
LRFN5	LRFN5
EIF4ENIF1	EIF4ENIF1
BAIAP2	BAIAP2
BOLA1	BOLA1
CKB	CKB
MAMLD1	MAMLD1
MAB21L3	MAB21L3
RBBP7	RBBP7
KCNH1	KCNH1
ARB2A	FAM172A
MGRN1	MGRN1
CCNT2	CCNT2
TIPIN	TIPIN
INTS15	C7orf26
NUP98	NUP98
PPP2R3C	PPP2R3C
RSBN1L	RSBN1L
CARNMT1	CARNMT1
COLEC11	COLEC11
TAPBP	TAPBP
LSM5	LSM5
CGNL1	CGNL1
NPY4R2	NPY4R
HBEGF	HBEGF
ZNG1C	CBWD1
PRELID1	PRELID1
SLC26A9	SLC26A9
IKBKG	IKBKG
HDAC9	HDAC9
SAR1B	SAR1B
ERG28	ERG28
PTGER3	PTGER3
JDP2	JDP2
PISD	PISD
LGALS9C	LGALSL2
FBH1	FBXO18
THEM4	THEM4
TXNDC16	TXNDC16
SNAP91	SNAP91
GADL1	GADL1
DRD1	DRD1
IRX4	IRX4
DVL3	DVL2
SDF2	SDF2
HACD3	HACD3
C1QTNF2	C1QTNF2
GNPDA1	GNPDA1
EVI2A	EVI2A
SOX5	SOX5
RFWD3	RFWD3
GLP2R	GLP2R
BUB1	BUB1
TTLL7	TTLL7
FLRT2	FLRT2
REEP6	REEP6
LGALS9B	LGALSL2
PLPPR3	PLPPR3
ZNF770	ZNF770
TRIM55	TRIM55
GOLGA8A	GOLGA2
CCDC40	CCDC40
TRAPPC2L	TRAPPC2L
PLXNA2	PLXNA2
PEPD	PEPD
APC	APC
STT3B	STT3B
PIEZO1	PIEZO1
CA10	CA10
SPARC	SPARC
C1R	C1R
AEBP1	AEBP1
CPA6	CPA6
CYBB	CYBB
ZDHHC15	ZDHHC15
FABP4	FABP4
KLHL25	KLHL25
IKBKB	IKBKB
EFL1	EFL1
PLLP	PLLP
TRPV3	TRPV3
RBSN	RBSN
NMRAL1	NMRAL1
PLA2G4F	PLA2G4F
DDAH1	DDAH1
SMC2	SMC2
TBX22	TBX22
PPP2R5C	PPP2R5C
ATE1	ATE1
GATAD2B	GATAD2B
SRPK2	SRPK2
SIAH1	SIAH1
CCND2	CCND2
MRPS34	MRPS34
SHTN1	SHTN1
SHCBP1	SHCBP1
CCDC141	CCDC141
ELFN1	ELFN1
MFSD1	MFSD1
SRI	SRI
ADORA1	ADORA1
WDR75	WDR75
CYP1A1	CYP1A2
CYP1A1	CYP1A1
SQSTM1	SQSTM1
FAM53B	FAM53B
LHX1	LHX1
VSIG4	VSIG4
SHISA4	SHISA4
MRPL43	MRPL43
PEMT	PEMT
NCDN	NCDN
ZBTB1	ZBTB1
USP8	USP8
CRCP	CRCP
ZBTB25	ZBTB25
ERP44	ERP44
SNX4	SNX4
SYAP1	SYAP1
FOXK1	FOXK1
TMCO1	TMCO1
TCF7L1	TCF7L1
TDRD1	TDRD1
SSBP1	SSBP1
BRF1	BRF1
RFNG	RFNG
PDGFRB	PDGFRB
EXOSC3	EXOSC3
GFRA1	GFRA1
SRBD1	SRBD1
ZMPSTE24	ZMPSTE24
ENTREP1	FAM189A2
PYCR3	PYCRL
SCO1	SCO1
NEK10	NEK10
TMEM38B	TMEM38B
DPY30	DPY30
LMOD1	LMOD1
ATP6V1H	ATP6V1H
KRT20	KRT40
TRIM14	TRIM14
COL9A2	COL9A2
KAZALD1	KAZALD1
PIGF	PIGF
ELOF1	ELOF1
P2RY14	P2RY14
NANS	NANS
DOCK3	DOCK3
NUDT8	NUDT8
HPS5	HPS5
CRIPT	CRIPT
ORM1	ORM1
NFU1	NFU1
CAVIN4	MURC
HNF1B	HNF1B
IL11RA	IL11RA
TP53I3	TP53I3
PARP9	PARP9
GBP6	GBP1
GBP6	GBP4L
GBP6	GBP
ENTPD1	ENTPD1
RAP1GAP2	RAP1GAP2
NMRK1	NMRK1
SEC16B	SEC16B
BTBD6	BTBD6
MTERF4	MTERF4
NUMB	NUMB
S100Z	S100Z
C5orf34	C5orf34
AKR1E2	AKR1E2
AKR1E2	AKR1B1
COPS9	COPS9
AFAP1L1	AFAP1L1
GRAMD1B	GRAMD1B
TRO	NSMCE3
RPE	RPEL1
FBXL20	FBXL20
ZNG1E	CBWD1
TEX9	TEX9
SSC4D	SSC4D
MINDY3	FAM188A
CENPH	CENPH
MNS1	MNS1
TMEM200B	TMEM200B
PLIN1	PLIN1
SYNPO	SYNPO
TRNAU1AP	TRNAU1AP
BTRC	BTRC
FAM131B	FAM131B
LIFR	LIFR
TBX21	TBX21
NOS1AP	NOS1AP
NMD3	NMD3
INTS14	VWA9
LRFN1	LRFN1
MACC1	MACC1
PIK3R6	PIK3R6
REG4	REG4A
SNRPG	SNRPGP15
PPDPFL	C8orf22
MOB4	MOB4
GNAT2	GNAT2
ARHGEF5	ARHGEF5
APPBP2	APPBP2
KANK3	KANK3
PPP2R2A	PPP2R2A
SH3BGRL2	SH3BGRL2
LAMTOR5	LAMTOR5
HBS1L	HBS1L
ATF3	ATF3
TYSND1	TYSND1
GPBP1	GPBP1
HKDC1	HKDC1
SV2B	SV2B
IL22RA1	IL22RA1
PITHD1	PITHD1
MRC1	MRC1
MRC1	MMR1L4
MRC1	MMR1L3
SF3B6	SF3B6
SLC6A17	SLC6A17
MPP3	MPP3
MED17	MED17
SFT2D2	SFT2D2
LYG2	LYG2
BLVRA	BLVRA
M1AP	M1AP
RAMAC	FAM103A1
NSMAF	NSMAF
ADPGK	ADPGK
EEFSEC	EEFSEC
UBE2H	UBE2H
MORF4L1	MORF4L2
ITGAV	ITGAV
SLC47A2	SLC47A2
KCNN3	KCNN3
TSPAN15	TSPAN15
B3GALNT1	B3GALNT1
EPHB6	EPHB6
CASQ2	CASQ2
CSF2RA	CSF2RA
SERPINC1	SERPINC1
MEOX1	MEOX1
APOO	APOO
CDR2L	CDR2L
FN3KRP	FN3KRP
PEX10	PEX10
ZMAT4	ZMAT4
FN3K	FN3K
GPRC5A	GPRC5A
FASLG	FASLG
EXOC4	EXOC4
NMT2	NMT2
HIVEP2	HIVEP2
C8B	C8B
SCAF11	SCAF11
AGPAT5	AGPAT5
TNFRSF9	TNFRSF9
CFHR5	CFH
RPS28	RPS28
RMND1	RMND1
NSDHL	NSDHL
UPF1	UPF1
SIRT5	SIRT5
NDUFA9	NDUFA9
RASGEF1A	RASGEF1A
RAD21	RAD21
MYCBPAP	RSAD1
ATP6V0A4	ATP6V0A4
HABP4	HABP4
SLC45A1	SLC45A1
SORBS1	SORBS1
PLPBP	PROSC
EDN2	EDN2
DPM2	DPM2
TMEM14A	TMEM14A
APH1A	APH1A
CCDC65	CCDC65
PPP2R5D	PPP2R5D
SRPX	SRPX
NME1	NME2
ATP2A2	ATP2A2
MPPED2	MPPED2
ATAD2B	ATAD2B
GPR141	GPR141
PLS3	PLS3
TCF3	TCF3
NCAPG2	NCAPG2
RMI1	RMI1
ATP6V1B2	ATP6V1B2
NRGN	NRGN
RPL19	RPL19
SCCPDH	SCCPDH
ALKBH8	ALKBH8
PTGES2	PTGES2
MRPL44	MRPL44
LGALSL	LGALSL
LGI2	LGI2
MRPS9	MRPS9
WDR17	WDR17
SMG1	SMG1
SYBU	SYBU
RHOG	RHOG
CNKSR1	CNKSR1
SOCS3	SOCS3
PGGHG	PGGHG
C17orf58	C17orf58
CSAD	CSAD
PRPF8	PRPF8
DBN1	DBN1
PAPLN	PAPLN
RIF1	RIF1
ST8SIA2	ST8SIA2
SEC24B	SEC24B
TNNT3	TNNT3
PAK6	PAK6
HYAL2	HYAL2
PLIN2	PLIN2
LRRC31	LRRC31
SDHA	SDHA
VPS35	VPS35
SEC22A	SEC22A
SLAMF1	SLAMF1
TRABD2B	TRABD2B
TCEA1	TCEA1
TMEM63C	TMEM63C
CLASP2	CLASP2
ZNHIT6	ZNHIT6
ZNG1F	CBWD1
DUOXA1	DUOXA1L
DUOXA1	DUOXA2
ALPL	ALPL
GID4	GID4
PCK2	PCK2
RAPGEF1	RAPGEF1
CMTR1	CMTR1
CRISPLD1	CRISPLD1
HPRT1	HPRT1
POLG2	POLG2
CPNE2	CPNE2
FAM163A	FAM163A
DIPK1A	FAM69A
MOB1A	MOB1A
MAP7D2	MAP7D2
ILDR2	ILDR2
RDH14	RDH14
MED21	MED21
SNX14	SNX14
ETAA1	ETAA1
RAPGEF6	RAPGEF6
GDAP2	GDAP2
CASKIN2	CASKIN2
WDHD1	WDHD1
NFKBIB	NFKBIB
GPN1	GPN1
SLC25A3	SLC25A3
MKLN1	MKLN1
RB1CC1	RB1CC1
TENT5C	FAM46C
MTF1	MTF1
SDR42E1	SDR42E1
AJAP1	AJAP1
LITAF	LITAF
PKIA	PKIA
AOC1	AOC1
COG7	COG7
PDGFRL	PDGFRL
STX17	STX17
CA2	CA2
HELZ	HELZ
CLIP2	CLIP2
COPS5	COPS5
TBL1X	TBLX1
PTGFRN	PTGFRN
C1orf52	C1orf52
SLC25A20	SLC25A20
GFI1	GFI1
WBP1	WBP1
GSTCD	GSTCD
IL7	IL7
MRPS2	MRPS2
DNAAF6	PIH1D3
LRRC58	LRRC58
PTCH2	PTCH2
CPOX	CPOX
ZDHHC12	ZDHHC12
MTUS1	MTUS1
ITGB1BP2	RHOG2
CCL22	CX3CL1
PHC2	PHC2
RPS15A	RPS15A
ITSN2	ITSN2
BRINP1	BRINP1
ARPP21	ARPP21
SH3KBP1	SH3KBP1
NOL8	NOL8
EIF4E	EIF4E1B
TLCD5	TMEM136
TLCD5	TMEM136-1
SLC22A5	SLC22A5
CHST12	CHST12
BEST4	BEST4
KLRG2	YLEC8
KLRG2	YLEC17
KLRG2	YLEC18
KLRG2	YLEC12
KLRG2	YLEC13
BTBD10	BTBD10
MRPL12	MRPL12
AOAH	AOAH
CENPU	CENPU
KCNT2	KCNT2
TMTC1	TMTC1
SMG8	GDPD1
KCNH6	KCNH6
GLG1	GLG1
SMAD5	SMAD5
WDR1	WDR1
DHRS13	DHRS13
VWDE	VWDE
EXOC2	EXOC2
CPQ	CPQ
UNC119	UNC119
TMEM119	TMEM119
FAM20C	FAM20C
KIF18B	KIF18B
SRSF7	SRSF7
SRSF7	SRSF7L
MORN3	MORN3
GTF2H2	GTF2H2
C19orf44	C19orf44
FUT8	FUT8
HSF1	HSF1
KITLG	KITLG
ACSL1	ACSL1
NIPSNAP2	NIPSNAP2
ST6GALNAC4	ST6GALNAC4
CDK10	CDK10
LSM12	LSM12
LDLRAD1	LDLRAD1
FTSJ3	FTSJ3
KANSL2	KANSL2
DNAJA1	DNAJA1
FKBP10	FKBP10
OLFM3	OLFM3
CRHR2	CRHR2
AGPS	AGPS
EXTL1	EXTL1
AQP8	AQP8
DENND4C	DENND4C
CCN3	CCN3
DUOXA2	DUOXA1L
DUOXA2	DUOXA2
CYP4F3	CYP4B7
FCER1G	FCER1G
PDP2	PDP2
CCNDBP1	CCNDBP1
LRRC8B	LRRC8B
LDHB	LDHB
YRDC	YRDC
CFHR4	CFH
GRIA3	GRIA3
CPED1	CPED1
ASAH1	ASAH1
RAB11FIP3	RAB11FIP3
S100A1	S100A1
LRRC71	LRRC71
CD244	CD244
GOLGA1	GOLGA1
CEP57	CEP57
PDCL3	PDCL3
NARF	NARF
PTN	PTN
KTN1	KTN1
NCAPH	NCAPH
HIP1R	HIP1R
PSME3IP1	FAM192A
ARPP19	ARPP19
PPARD	PPARD
ECH1	ECH1
TMEM168	TMEM168
CCNG1	CCNG1
EIF2AK4	EIF2AK4
EOGT	EOGT
KDM7A	KDM7A
MPDZ	MPDZ
FST	FST
SPRTN	SPRTN
CAPRIN1	CAPRIN1
MCOLN1	MCOLN1
AP3S1	AP3S1
BBS9	BBS9
APPL1	APPL1
SPAG5	SPAG5
PPIC	PPIC
MACIR	MACIR
ATP5F1B	ATP5B
RARS1	RARS
TIAM2	TIAM2
AKT2	AKT2
SLC30A7	SLC30A7
STOML1	STOML1
GALNT14	GALNT14
HMGCS2	HMGCS2
BEST3	BEST3
RYK	RYK
TMEM104	TMEM104
SLC30A10	SLC30A10
CIB2	CIB2
DENND1B	DENND1B
CD63	CD63
DCBLD2	DCBLD2
MRPS11	MRPS11
TMEM45B	TMEM45A
TMEM45B	TMEM45L
BAHD1	BAHD1
AGBL5	AGBL5
ENTPD4	ENTPD4
HACE1	HACE1
SPRY4	SPRY4
AP3S2	AP3S2
MRE11	MRE11
MACROH2A1	H2AFYMACROH2A1
CRISPLD2	CRISPLD2
ID2	ID2
CRTAP	CRTAP
SPC25	SPC25
ARHGEF26	ARHGEF26
PARS2	PARS2
SIKE1	SIKE1
SKIC8	WDR61
AIDA	AIDA
AGTR2	AGTR2
ZBTB37	ZBTB37
TSC2	TSC2
TPRG1L	TPRG1L
CD247	CD247
TIMP4	TIMP4
MRPL19	MRPL19
CDV3	CDV3
DNAJA4	DNAJA4
MYCN	MYCN
CDC40	CDC40
ST3GAL6	ST3GAL6
PASK	PASK
ADAP1	ADAP1
PENK	PENK
ACAP1	ACAP1
COMMD5	COMMD5
TAF11	TAF11
VIRMA	KIAA1429
NFIB	NFIB
AGPAT4	AGPAT4
LILRB2	CHIR-IG1-5
LILRB2	CHIR1AB3
LILRB2	CHIR-AB-600
LILRB2	CHIR-AB-502
LILRB2	IGSF1
LILRB2	CHIR-AB-487
LILRB2	CHIR-B3
POLD4	POLD4
PUSL1	PUSL1
NR5A2	NR5A2
SLC26A8	SLC26A8
TCF24	TCF24
GFPT2	GFPT2
ZBTB10	ZBTB10
G6PC3	G6PC3
ITFG2	ITFG2
ADGRG2	ADGRG2
NPM2	NPM2
UBB	UBB
PNISR	PNISR
SLC28A2	SLC28A2
B3GNTL1	B3GNTL1
ABCC9	ABCC9
EZH2	EZH2
MRPS27	MRPS27
TUBGCP5	TUBGCP5
CHMP7	CHMP7
NMI	NMI
MROH1	MROH1
SKA2	SKA2P1
RBM47	RBM47
COPS8	COPS8
ATP2A3	ATP2A3
UNC13B	UNC13B
PAQR5	PAQR5
TMEM184A	TMEM184A
SDHC	SDHC
FAH	FAH
CKMT2	CKMT2
EIF4E2	EIF4E2
LRIF1	LRIF1
AKR7A3	AKR1B10
GSAP	GSAP
CD1A	CD1G
CD1A	CD1F
MSRB3	MSRB3
F13B	F13B
HERC3	HERC3
ANGPTL3	ANGPTL3
FLNB	FLNB
NOS3	NOS3
VWA1	VWA1
ALPK1	ALPK1
KCND3	KCND3
SPRED2	SPRED2
RUFY1	RUFY1
NUDT4	NUDT4
POLR1A	POLR1A
PSMD3	PSMD3
FMO3	FMO3
CC2D2A	CC2D2A
R3HDM2	R3HDM2
SNUPN	SNUPN
MADD	MADD
RRM2	RRM2
PRKRIP1	PRKRIP1
SNCAIP	SNCAIP
LAMB1	LAMB1
RND2	RND2
PLAG1	PLAG1
MRPS23	MRPS23
LRRCC1	LRRCC1
PDE6G	PDE6G
TAOK1	TAOK1
PTPRK	PTPRK
IGSF3	IGSF3
TBC1D19	TBC1D19
ASAP1	ASAP1
AFG2B	SPATA5L1
NAA38	NAA38
C15orf48	C10H15ORF48
DAPK1	DAPK1
TEX14	TEX14
SCAMP2	SCAMP2
PLBD1	PLBD1
MPHOSPH10	MPHOSPH10
TTC39A	TTC39A
RMND5A	RMND5A
COPZ1	COPZ1
SPAST	SPAST
IP6K2	IP6K2
SNAP23	SNAP23
ANXA13	ANXA13
PLRG1	PLRG1
TMEM37	TMEM37
BIRC5	BIRC5
PRKD3	PRKD3
MLXIP	MLXIP
AKAP17A	AKAP17A
LY96	LY96
STARD4	STARD4
ENPP2	ENPP2
CSNK1G2	CSNK1G2
DHRS7B	DHRS7B
NSUN7	NSUN7
NCOR1	NCOR1
TTC31	TTC31
ERP29	ERP29
MACO1	MACO1
GRK6	GRK6
SEC31A	SEC31A
SH3BP5	SH3BP5
ITGA5	ITGA5
USP9X	USP9Y
ALG14	ALG14
TOP2A	TOP2A
ELAPOR1	ELAPOR1
FCHO1	FCHO1
PGPEP1L	PGPEP1L
TYW5	TYW5
HOMER2	HOMER2
CDC27	CDC27
TMEM18	TMEM18
TBX5	TBX5
DNAJB2	DNAJB2
ISLR2	ISLR2
ATAD2	ATAD2
EIF2S3	EIF2S3
PAIP2	PAIP2B
ADAMTS17	ADAMTS17
EIF4G1	EIF4G1
TEPSIN	TEPSIN
SUMO1	SUMO1
NR2F2	NR2F2
LAS1L	LAS1L
FSD2	FSD2
RGS1	RGS1
PWP1	PWP1
ISOC1	ISOC1
FGF1	FGF1
SH2D4A	SH2D4A
DENND2D	DENND2D
UGP2	UGP2
SECISBP2	SECISBP2
IFT20	IFT20
UBFD1	UBFD1
SLC35D1	SLC35D1
ITGA7	ITGA7
KLHL15	KLHL15
NPHS2	NPHS2
POLA1	POLA1
EEF2K	EEF2K
VPS39	VPS39
TMEM11	TMEM11
GJB3	GJB3
ANKFY1	ANKFY1
CD1B	CD1G
CD1B	CD1F
CAP2	CAP2
RASAL2	SYNGAP1
CYFIP2	CYFIP2
RANBP10	RANBP10
GPA33	GPA33
INPP5E	INPP5E
SREBF1	SREBF1
CCDC180	CCDC180
ZNF711	ZNF711
LCN6	EXFABP
CNOT9	CNOT9
SUSD1	SUSD1
C1orf198	C1orf198
F5	F5
ORC6	ORC6
FAAH2	FAAH2
CHN1	CHN1
BCAR1	BCAR1
ATP6AP2	ATP6AP2
NR1I3	NR1I3
ATP5PD	ATP5H
FANCG	FANCG
KANSL1	KANSL1
ERLIN2	ERLIN2
TMEM214	TMEM214
ANKS3	ANKS3
ZFAND6	ZFAND6
MAPK14	MAPK14
ZER1	ZER1
PUF60	PUF60
ATRAID	ATRAID
NUBP2	NUBP2
FAM222B	FAM222B
HNRNPA1	HNRNPA1
MADCAM1	MADCAM1
EPCAM	EPCAM
SLC25A10	SLC25A10
RPSA2	RPSA2
GTPBP2	GTPBP2
