Gene.name	Human.gene.name
IL2RG	IL2RG
IL2RG	IL27RA
IL2RG	IL3RA
DCLK3	DCLK3
TMEM260	TMEM260
EXOC6B	EXOC6B
CXorf65	CXorf65
SLC15A2	SLC15A2
EPAS1	EPAS1
PELI2	PELI2
DUT	DUT
PLCB4	PLCB4
USP7	USP7
RHOQ	RHOQ
IGFALS	IGFALS
CYP26B1	CYP26B1
PIGF	PIGF
PPP2R5D	PPP2R5D
PYROXD2	LOXL4
HSPBAP1	HSPBAP1
FOXO4	FOXO4
PPP2R2A	PPP2R2A
MEA1	MEA1
CRIPT	CRIPT
PLCB1	PLCB1
NUBP2	NUBP2
FBN1	FBN1
KLHDC3	KLHDC3
SCNN1D	SCNN1D
PIK3R4	PIK3R4
SPSB3	SPSB3
TMX4	TMX4
RBM20	RBM20
SEMA5B	SEMA5B
SNX12	SNX12
IL1B	IL1B
KTN1	KTN1
NAALADL2	NAALADL2
DYSF	DYSF
TLX1	TLX1
KLHDC7A	KLHDC7A
IQCB1	IQCB1
LMF1	LMF1
SNORA28	SNORA28
gga-mir-203a	MIR203B
EME2	EME2
TWNK	TWNK
NLGN1	NLGN1
ATP2C1	ATP2C1
	PPP1R13B
SLC7A3	SLC7A3
NME3	NME3
TIA1	TIA1
	SHC4
HAO1	HAO1
GNG13	GNG13
ASTE1	ASTE1
TBPL2	TBPL2
ATG14	ATG14
ARHGEF10L	ARHGEF10L
BMP2	BMP2
SLCO3A1	SLCO3A1
CHTF18	CHTF18
	NAGK
SPATA16	SPATA16
MRPL43	MRPL43
SOCS5	SOCS5
FERMT1	FERMT1
RPUSD1	RPUSD1
EAF2	EAF2
SEMA4G	SEMA4G
LRRN4	LRRN4
ECT2	ECT2
MSLNL	MSLNL
OGDH	OGDH
	CUL7
	CUL9
	ZNF638
NEK11	NEK11
TEX11	TEX11
SEC22A	SEC22A
ST8SIA2	ST8SIA2
SLF2	SLF2
CCT4	CCT4
UBR2	UBR2
FAM161A	FAM161A
ADCY5	ADCY5
MFSD13A	MFSD13A
PCYOX1	PCYOX1
NCEH1	NCEH1
FAM174B	FAM174B
CHD2	CHD2
TNFSF10	TNFSF10
PRPH2	PRPH2
ZMIZ2	ZMIZ2
MRPL3	MRPL3
HACD2	HACD2
	ATP6V1B1
SNRPGP15	SNRPG
RGMA	RGMA
GHSR	GHSR
FBXO34	FBXO34
DTD1	DTD1
PPIA	PPIAL4H
PPIA	PPIAL4D
PPIA	PPIAL4C
PPIA	PPIAL4G
PPIA	PPIAL4A
PPIA	PPIAL4F
PPIA	PPIAL4E
UBN1	UBN1
MRPL2	MRPL2
TBCC	TBCC
MSLN	MSLN
DLG3	DLG3
KLC2	KLC3
KLC2	KLC4
ACTR1A	ACTR1A
DLGAP5	DLGAP5
FAM136A	FAM136A
SEC23B	SEC23B
PTK7	PTK7
NARFL	CIAO3
FNDC3B	FNDC3B
SUFU	SUFU
RCC2	RCC2
PPL	PPL
GDPD2	GDPD2
SRF	SRF
POLR3F	POLR3F
TGFA	TGFA
LGALS3	LGALS3
GLTSCR1L	BICRAL
CUL9	CUL7
CUL9	CUL9
CPNE4	CPNE4
MCTP2	MCTP2
FAM43A	FAM43A
DZANK1	DZANK1
HAGHL	HAGHL
TRIM8	TRIM8
NUDCD3	NUDCD3
PADI3	PADI1
HTR2C	HTR2C
FAHD1	FAHD1
MAPK1IP1L	MAPK1IP1L
ARRDC4	ARRDC4
MYLK	MYLK
XDH	XDH
	ACP3
KAT14	KAT14
SEC14L5	SEC14L5
ACPP	ACP3
ESF1	ESF1
HAGH	HAGH
BIRC5	BIRC5
PADI1	PADI1
IL13RA2	IL13RA2
OVOL3	OVOL2
MRAS	MRAS
PKDCCA	PKDCC
NAGPA	NAGPA
PADI2	PADI2
ARL3	ARL3
C16orf89	C16orf89
MGME1	MGME1
MRPS16	MRPS16
SFXN2	SFXN2
PGPEP1L	PGPEP1L
SLC45A1	SLC45A1
SNX5	SNX5
ALG1	ALG1L2
ALG1	ALG1
DNAJC13	DNAJC13
MEIOB	MEIOB
ERRFI1	ERRFI1
LRCH2	LRCH2
RRBP1	RRBP1
EBF2	EBF2
PARK7	PARK7
HS3ST6	HS3ST6
IGF1R	IGF1R
EEF2KMT	EEF2KMT
EEF2KMT	FAM86B1
EEF2KMT	FAM86B2
FLRT3	FLRT3
SOCS4	SOCS4
PLS3	PLS3
SYNM	SYNM
EML4	EML4
TNFRSF9	TNFRSF9
TMEM177	TMEM177
NDUFB6	NDUFB6
UTS2	UTS2
MSRB1	MSRB1
WDHD1	WDHD1
DSTN	DSTN
PRR35	PRR35
PER3	PER3
GCH1	GCH1
RD3	RD3
KIAA0895	MATCAP2
VAMP3	VAMP3
	CST3
LRRC28	LRRC28
TRAF5	TRAF5
RAB40C	RAB40C
PTPN4	PTPN4
WBP1L	WBP1L
EEPD1	EEPD1
SAMD4A	SAMD4A
WFIKKN1	WFIKKN1
RPL3L	RPL3L
MCRIP2	MCRIP2
CGRRF1	CGRRF1
MEF2A	MEF2A
KCNH1	KCNH1
NDUFB10	NDUFB10
LYSMD4	LYSMD4
SYNDIG1	SYNDIG1
EPB41L5	EPB41L5
AGTR2	AGTR2
ABCA3	ABCA3
CDCA2	CDCA2
RPS2	RPS2
KCTD9	KCTD9
GMFB	GMFB
CST7	CST7
TMEM17	TMEM17
HHAT	HHAT
TBL3	TBL3
EFEMP1	EFEMP1
ADAMTS17	ADAMTS17
GNRH1	GNRH1
APMAP	APMAP
SERTAD4	SERTAD4
SEPTIN7	SEPTIN7
CCDC85A	CCDC85A
ACSS1A	ACSS1
TCF7L2	TCF7L2
NOXO1	NOXO1
CAMTA1	CAMTA1
UGP2	UGP2
TTBK1	TTBK1
CNIH1	CNIH1
DOCK5	DOCK5
CERS3	CERS3
DNAJC11	DNAJC11
RALB	RALB
ACAD11	ACAD11
EEF2K	EEF2K
VPS54	VPS54
LINS1	LINS1
SLC22A7	SLC22A7
CDKN3	CDKN3
PHF13	PHF13
SYT14	SYT14
INHBB	INHBB
KLHL21	KLHL21
ACKR4	ACKR4
NEFL	NEFL
HABP2	HABP2
POLR3E	POLR3E
TTL	TTL
YKT6	YKT6
ZBTB48	ZBTB48
PELI3	PELI1
UBA5	UBA5
RBFOX1	RBFOX1
ASB7	ASB7
SNORA63	SNORA63
SNORA63	SNORA63B
SNORA63	SNORA63D
SNORA81	SNORA81
DIEXF	UTP25
	SNORD2
POLR1B	POLR1B
TAS1R1	TAS1R1
PAPOLG	PAPOLG
	SNORD66
NPHP3	NPHP3
SNORD20	SNORD20
SNORD82	SNORD82
SNORA75	SNORA75
SNORA75	SNORA75B
MDGA2	MDGA2
NOL9	NOL9
CTDSP1	CTDSP1
MRPS10	MRPS10
GCK	GCK
RYBP	RYBP
IL20RB	IL20RB
RPS29	RPS29
THUMPD3	THUMPD3
TRERF1	TRERF1
ALDH1A3	ALDH1A3
ECE2	ECE2
VHL	VHL
VHL	VHLL
HERPUD2	HERPUD2
NRAP	NRAP
VIL1	VIL1
ADAMDEC1	ADAM28
LRRK1	LRRK1
GSG1L	GSG1L
PLEKHG5	PLEKHG5
IRAK2	IRAK2
SH3BGRL	SH3BGRL
TBX20	TBX20
KCNK2	KCNK2
LRR1	LRR1
AP2M1	AP2M1
CNPY3	CNPY3
DNAAF2	DNAAF2
CHSY1	CHSY1
TNFRSF25	TNFRSF25
CENPF	CENPF
CDR2	CDR2
GNMT	GNMT
CASP7	CASP7
REL	REL
PLEKHS1	PLEKHS1
KATNIP	KATNIP
PEX6	PEX6
METTL9	METTL9
LBX1	LBX1
GHRL	GHRL
POLD2	POLD2
TNS1	TNS1
IGSF6	IGSF6
PFN3	PFN3
BRWD3	BRWD3
PUS10	PUS10
DPY19L1	DPY19L1
GTF3C1	GTF3C1
SNRPA1	SNRPA1
AEBP1	AEBP1
ESPN	ESPN
CAPG	CAPG
PCSK6	PCSK6
POLR3K	POLR3K
OTOA	OTOA
PEX13	PEX13
NPSR1	NPSR1
HES2	HES2
SNRNP25	SNRNP25
STC1	STC1
POLE2	POLE2
POLL	POLL
KDELR2	KDELR2
MBD4	MBD4
KLHDC1	KLHDC1
FAM46D	TENT5D
DBNL	DBNL
DAGLB	DAGLB
PLEKHO2	PLEKHO2
BMPER	BMPER
ARHGAP36	ARHGAP36
TMBIM1	TMBIM1
RPS6KC1	RPS6KC1
H2AZ2	H2AZ2
KIAA1841	SANBR
DPCD	DPCD
ACOT7	ACOT7
IFT122	IFT122
RAC1	RAC1
KLHDC2	KLHDC2
COX5B	COX5B
	SNORD94
gga-mir-103-2	MIR103A2
CATIP	CATIP
PNPT1	PNPT1
GPR153	GPR153
NEMF	NEMF
RHO	RHO
KCNIP3	KCNIP3
ANGEL2	ANGEL2
PNKD	PNKD
ANKDD1A	ANKDD1A
ICMT	ICMT
H1FOO	H1-8
ARF6	ARF6
SMIM10L1	SMIM10L1
SMIM10L1	SMIM10L2B
SMIM10L1	SMIM10L3
SMIM10L1	SMIM10L2A
SMIM10L1	SMIM10
RNF207	RNF207
PLXND1	PLXND1
VCPKMT	VCPKMT
RHBDF1	RHBDF1
GMCL1	GMCL2
GMCL1	GMCL1
RMND5A	RMND5A
VASH2	VASH2
AAMP	AAMP
PROK2	PROK2
CLCN5	CLCN5
SPG21	SPG21
SOS2	SOS2
ARPC2	ARPC2
MPG	MPG
SORCS3	SORCS3
CYTH3	CYTH3
SERTAD2	SERTAD2
IL17RC	IL17RC
HBZ	HBZ
RMI2	RMI2
CXCR1	CXCR1
CXCR1	CXCR2
TATDN3	TATDN3
HBAD	HBD
HBAD	HBB
HBAD	HBG2
HBAD	HBG1
	LAMB2
BBS9	BBS9
SLC1A4	SLC1A4
L2HGDH	L2HGDH
TMC3	TMC3
SNRPB2	SNRPB2
HK2	HK2
RUFY4	RUFY4
ATP5S	DMAC2L
STARD5	STARD5
NSL1	NSL1
SOCS1	SOCS1
IL16	IL16
CDKL1	CDKL1
CFAP161	CFAP161
	FIGLA
CTAGE1	OTOR
IGFBP5	IGFBP5
JPT2	JPT2
MESDC1	TLNRD1
IGFBP2	IGFBP2
NT5C3A	NT5C3A
CHD5	CHD5
BATF3	BATF3
RPL37A	RPL37A
FKBP9	FKBP9
ADD2	ADD2
SMARCAL1	SMARCAL1
MAP4K5	MAP4K5
SLC25A26	SLC25A26
TMEM8A	PGAP6
MESDC2	MESD
USP34	USP34
SNRNP27	SNRNP27
ATF3	ATF3
CRELD1	CRELD1
KBTBD2	KBTBD2
MRPL28	MRPL28
GKN2	GKN2
PRRT3	PRRT3
CLEC16A	CLEC16A
ACTR3	ACTR3
EGR3	EGR3
LRIG1	LRIG1
SLITRK4	SLITRK4
CEMIP	CEMIP
ATL1	ATL1
HIPK3	HIPK3
DEXI	DEXI
XPO1	XPO1
DNAJC24	DNAJC24
F8A3	F8A3
F8A3	F8A2
F8A3	F8A1
POU3F4	POU3F4
SAV1	SAV1
ENTPD4	ENTPD4
AVL9	AVL9
TMEM87B	TMEM87A
DENND5A	DENND5A
GPR75	GPR75
TVP23A	TVP23A
GANC	GANC
NIN	NIN
SLC35F5	SLC35F5
CD93	CD93
TMEM206	PACC1
LSM5	LSM5
GPR39	GPR39
ZNF703	ZNF703
IMMP1L	IMMP1L
LYPD1	LYPD1
GRM7	GRM7
ABHD12B	ABHD12B
LMCD1	LMCD1
NCKAP5	NCKAP5
gga-mir-194	MIR194-1
CAV3	CAV3
ELP4	ELP4
TGFB2	TGFB2
NUBP1	NUBP1
CAPN3	CAPN3
OXTR	OXTR
TMEM163	TMEM163
NCAPH	NCAPH
PYGL	PYGL
SCUBE2	SCUBE2
TEKT5	TEKT5
EMP2	EMP2
ZNF106	ZNF106
CD6	CD6
HHIPL2	HHIPL2
SNAP23	SNAP23
PPP2R5A	PPP2R5A
UNC5D	UNC5D
HSD17B12	HSD17B12
ACMSD	ACMSD
TRIM9	TRIM9
NFKBIE	NFKBIE
MXD1	MXD1
SLC35B2	SLC35B2
RAD18	RAD18
PDE1C	PDE1C
GLYR1	GLYR1
CCNT2	CCNT2
CHMP7	CHMP7
HSP90AB1	HSP90AB1
ALKBH3	ALKBH3
TMX1	TMX1
GRIN2A	GRIN2A
KCNAB2	KCNAB2
MAP3K19	MAP3K19
SLC29A1	SLC29A1
CORO7	CORO7
FRMD6	FRMD6
MICALL2	MICALL2
ANO3	ANO3
NPHP4	NPHP4
C2orf42	C2orf42
SRGAP3	SRGAP3
INTS1	INTS1
AJAP1	AJAP1
GNG2	GNG2
LRRC57	LRRC57
MGRN1	MGRN1
CAPN11	CAPN11
RAB3GAP1	RAB3GAP1
GAA2	MGAM2
VPS37C	VPS37C
PRDM16	PRDM16
TMEM63B	TMEM63B
KBTBD8	KBTBD8
RTRAF	RTRAF
PPP1R17	PPP1R17
MRPL14	MRPL14
TTC34	TTC34
CCDC129	ITPRID1
ACCS	ACCSL
NID2	NID2
MAFK	MAFK
NEUROD6	NEUROD6
RHOBTB2	RHOBTB2
CCDC34	CCDC34
TMEM158	TMEM158
TMEM184A	TMEM184A
PIGQ	PIGQ
OTX2	OTX2
MMEL1	MMEL1
HAUS2	HAUS2
EIF4EBP1	EIF4EBP1
FANCD2OS	FANCD2OS
NPRL3	NPRL3
SLC5A12	SLC5A12
NUDT14	NUDT14
VEGFA	VEGFA
ZRANB3	ZRANB3
PEBP4	PEBP4
PANK4	PANK4
HBA1	HBA1
HBA1	HBA2
ADRA2A	ADRA2A
KCNU1	KCNU1
GPAM	GPAM
MRPS18A	MRPS18A
TECTB	TECTB
SUCLG2	SUCLG2
VWCE	VWCE
MAT2L2	MAT2A
ABHD17C	ABHD17C
ACSL5	ACSL5
R3HDM1	R3HDM1
ARNT2	ARNT2
RSPH9	RSPH9
DOK2	DOK2
EXT2	EXT2
FIBIN	FIBIN
FAH	FAH
ELFN1	ELFN1
ZDHHC6	ZDHHC6
ZFAND6	ZFAND6
UBXN4	UBXN4
BBOX1	BBOX1
LCT	LCT
BCL2A1	BCL2A1
JAG2	JAG2
MAD2L1BP	MAD2L1BP
MTHFS	MTHFS
PLCH2	PLCH2
MINAR1	MINAR1
ALX4	ALX4
MCM6	MCM6
MAD1L1	MAD1L1
CCDC14	CCDC14
TTC7A	TTC7A
BIN3	BIN3
SIX6	SIX6
PEX11A	PEX11A
FAM19A1	TAFA1
VTI1A	VTI1A
LGR4	LGR4
PLEKHH1	PLEKHH1
MRM2	MRM2
MCFD2	MCFD2
SNORD61	SNORD61
SNORD83	SNORD83
SNORD83	SNORD117
SNORD83	SNORD84
	SNORD17
PIGH	PIGH
DDB1	DDB1
NUDT1	NUDT1
	TBC1D12
ARG2	ARG2
NOC3L	NOC3L
gga-mir-20b	MIR20B
LIN7C	LIN7C
CALM2	CALM2
RDH11	RDH11
KIF7	KIF7
gga-mir-223	MIR223
ZFYVE26	ZFYVE26
KALRN	KALRN
TKFC	TKFC
FAM19A4	TAFA4
LGALSL2	LGALS9
LGALSL2	LGALS9B
LGALSL2	LGALS9C
LGALSL2	CLC
LGALSL2	LGALS16
LGALSL2	LGALS13
LGALSL2	LGALS14
TICRR	TICRR
CYB561A3	CYB561A3
gga-mir-363	MIR363
SLC29A3	SLC29A3
U2	RNU2-14P
	SNORD92
HTATSF1	HTATSF1
SNX8	SNX8
	SNORD53B
PKD2L1	PKD2L1
CEP170B	CEP170B
RHCG	RHCG
SNORD53	SNORD53
U6	RNU6-338P
PPP1CB	PPP1CB
gga-mir-216b	MIR216B
ZMIZ1	ZMIZ1
gga-mir-217	MIR217
PLCE1	PLCE1
UMPS	UMPS
gga-mir-216a	MIR216A
MARCHF8	MARCHF8
EIF3B	EIF3B
CHAC2	CHAC2
PLD4	PLD4
ITGB5	ITGB5
FSHR	FSHR
PLEK2	PLEK2
ERLIN1	ERLIN1
AHNAK2	AHNAK2
EOGT	EOGT
PLB1	PLB1
EIF2S1	EIF2S1
MACROD2	MACROD2
SORBS3	SORBS3
TLE3	TLE3
ADAM8	ADAM8
ATP6V1D	ATP6V1D
PEX10	PEX10
FOSL2	FOSL2
LOXL2	LOXL2
RER1	RER1
CHST12	CHST12
TMF1	TMF1
MPP5	PALS1
SKI	SKI
CDH23	CDH23
GRIFIN	GRIFIN
BDNF	BDNF
	GARIN2
LFNG	LFNG
R3HCC1	R3HCC1
UACA	UACA
RBKS	RBKS
PRKCZ	PRKCZ
UBA3	UBA3
TMEM138	TMEM138
TTYH3	TTYH3
	PSAP
TMEM216	TMEM216
ARL6IP5	ARL6IP5
SNORA62	SNORA62
CPSF7	CPSF7
SNORA62	SNORA6
gga-mir-128-2	MIR128-2
SLC4A1AP	SLC4A1AP
gga-mir-138-1	MIR138-1
CFAP74	CFAP74
MUC13	MUC13
LMOD3	LMOD3
CASP14	CASP12
CASP14	CASP4
CASP14	CASP5
CASP14	PYDC1
CASP14	CARD18
CASP14	CASP1
CASP14	CARD16
MORF4L2	MORF4L1
SUPT7L	SUPT7L
SDHAF2	LRRC10B
CLEC3B	CLEC3B
LRFN2	LRFN2
GPHN	GPHN
RETSAT	RETSAT
GABRD	GABRD
MOCS1	MOCS1
KIF15	KIF15
TMEM127	TMEM127
PSAP	PSAP
BRAT1	BRAT1
TMEM52	TMEM52
RPAP1	RPAP1
WDFY4	WDFY4
ADRA2B	ADRA2B
AMZ2	AMZ1
CIAO1	CIAO1
LRRC18	LRRC18
GNA12	GNA12
AKAP13	AKAP13
GNB1	GNB1
DAAM2	DAAM2
GPAT2	GPAT2
NAV2	NAV2
NADK	NADK
FRMD4B	FRMD4B
KIF6	KIF6
MGAT2	MGAT2
PDXDC1	PDXDC1
SNRNP200	SNRNP200
KCNK16	KCNK16
KCNK17	KCNK17
NTAN1	NTAN1
SECISBP2L	SECISBP2L
THOC7	THOC7
SLC35E2B	SLC35E2B
KCNK5	KCNK5
ABHD2	ABHD2
FAHD2A	FAHD2A
ATXN7	ATXN7
AXL	TYRO3
MFGE8	MFGE8
SYT7	SYT7
CDC2L1	CDK11B
CDC2L1	CDK11A
C10orf71	C10orf71
HAPLN3	HAPLN3
COX7A2L	COX7A2L
SORCS1	SORCS1
RRN3	RRN3
ACAN	ACAN
KCNG3	KCNG3
PSMD6	PSMD6
TCF7L1	TCF7L1
LEUTX	DBX1
XPNPEP1	XPNPEP1
RSL1D1	RSL1D1
MGA	MGA
MMP23A	MMP23B
VSTM4	VSTM4
PRICKLE2	PRICKLE2
DET1	DET1
NKX3-1	NKX3-1
WDR62	MAPKBP1
GSPT2	GSPT1
MRPS11	MRPS11
DRGX	DRGX
ADD3	ADD3
JMJD7	JMJD7
PRMT3	PRMT3
MRPL46	MRPL46
C8orf4	TCIM
TM9SF3	TM9SF3
BMP10	BMP10
SLC6A5	SLC6A5
SLC35G1	SLC35G1
MIB2	MIB2
SV2B	SV2B
SLC25A37	SLC25A37
ADAMTS9	ADAMTS9
NOLC1	NOLC1
PLA2G4B	PLA2G4E
PLA2G4B	PLA2G4D
PLA2G4B	PLA2G4B
DMTN	DMTN
ZNF710	ZNF710
SSU72	SSU72L5
SSU72	SSU72L4
SSU72	SSU72L3
SSU72	SSU72L2
SSU72	SSU72L1
SSU72	SSU72L6
SSU72	SSU72
GKN1	GKN1
RSG1	CPLANE2
MTA3	MTA3
ELOVL3	ELOVL3
IDH2	IDH2
MAGI1	MAGI1
FBXO42	FBXO42
HEG1	HEG1
ADAMTS14	ADAMTS14
GALNT16	GALNT16
NELL1	NELL1
SNX29	SNX29
NPM2	NPM2
SEMA4B	SEMA4B
LGI1	LGI1
PBDC1	PBDC1
EHD4	EHD4
HAAO	HAAO
EXD2	EXD2
ZFP36L2	ZFP36L2
XPO7	XPO7
SHQ1	SHQ1
GXYLT2	GXYLT2
SGPL1	SGPL1
FRA10AC1	FRA10AC1
THADA	THADA
ANO5	ANO5
PDPK1	PDPK1
NTRK3	NTRK3
PDE6C	PDE6C
SZRD1	SZRD1
ARHGAP25	ARHGAP25
PLEKHH2	PLEKHH2
	PLA2G4E
	PLA2G4D
	PLA2G4B
SLC17A6	SLC17A6
PPP4R2	PPP4R2
CABP4	CABP4
OSBP	OSBP
NECAP2	NECAP2
DCAF5	DCAF5
DYNC2LI1	DYNC2LI1
PATL1	PATL1
AGBL1	AGBL1
PCBD1	PCBD1
PLA2G4EL6	PLA2G4E
PLA2G4EL6	PLA2G4D
PLA2G4EL6	PLA2G4B
PDZRN3	PDZRN3
CROCC	CROCC
ABCG5	ABCG5
STX3	STX3
RBP4	RBP4
ABCG8	ABCG8
CDS2	CDS2
MRPL16	MRPL16
UNC5B	UNC5B
FFAR4	FFAR4
CNTN3	CNTN3
CEP55	CEP55
PCNA	PCNA
LRPPRC	LRPPRC
TMEM230	TMEM230
COL13A1	COL13A1
MFAP2	MFAP2
BAAT	BAAT
SLC12A8	SLC12A8
PPM1B	PPM1B
MYOF	MYOF
ACTN1	ACTN1
KLHL25	KLHL25
SLC23A2	SLC23A2
SHISA9	SHISA9
CTXND1	CTXND1
CHL1	CHL1
ATP13A2	ATP13A2
SLC3A1	SLC3A1
UBE2I	UBE2I
CYP26A1	CYP26A1
FAM178B	FAM178B
TSR3	TSR3
ZP1	ZP1
ERCC4	ERCC4
CNTN6	CNTN6
SEMA4C	SEMA4C
ZNF148	ZNF148
GNPTG	GNPTG
CNTN4	CNTN4
SNX4	SNX4
HTR7	HTR7
PAX7	PAX7
PREPL	PREPL
PRPF19	PRPF19
ANKRD39	ANKRD39
PLA2G4EL2	PLA2G4E
PLA2G4EL2	PLA2G4D
PLA2G4EL2	PLA2G4B
IL5RA	IL5RA
MAPK8	MAPK8
CNNM4	CNNM4
ALDH4A1	ALDH4A1
SNORD127	SNORD127
TMEM109	TMEM109
TMEM132A	TMEM132A
RPP30	RPP30
TRNT1	TRNT1
LMAN2L	LMAN2L
MKL2	MRTFB
IFFO2	IFFO2
DEPDC7	DEPDC7
OSBPL11	OSBPL11
FRMPD2	FRMPD2
ANKRD1	ANKRD1
CRBN	CRBN
CAMKMT	CAMKMT
UBR4	UBR4
ARHGAP22	ARHGAP22
ACTR10L	ACTR10
NEUROG3	NEUROG3
SIX3	SIX3
UNKL	UNKL
LMLN	LMLN
CCDC167	CCDC167
PCGF5	PCGF5
BMERB1	BMERB1
STYX	STYX
LRRC20	LRRC20
CMTR1	CMTR1
HECTD2	HECTD2
ZFP36L1	ZFP36L1
EMC1	EMC1
	PARP14
EIF4EBP2	EIF4EBP2
LRRN1	LRRN1
PLA2G4F	PLA2G4F
DTX3L	DTX3L
MRTO4	MRTO4
PPP1R3C	PPP1R3C
DTL	DTL
AKR7A2	AKR7L
TNKS2	TNKS2
KANSL3	KANSL3
PARP9	PARP9
C11orf16	C11orf16
PALD1	PALD1
INTS7	INTS7
PQLC2	SLC66A1
ZFYVE27	ZFYVE27
SUMF1	SUMF1
ARID5A	ARID5A
PARN	PARN
AKIP1	AKIP1
DENND2B	DENND2B
VPS39	VPS39
STAMBP	STAMBP
CAPZB	CAPZB
AVPI1	AVPI1
LPGAT1	LPGAT1
RPL27A	RPL27A
ACTG2	ACTG2
FAIM	FAIM
PI4K2A	PI4K2A
DGUOK	DGUOK
QARS	QARS1
MARF1	MARF1
NEK2	NEK2
MINOS1	MICOS10
SLC30A1	SLC30A1
MORN4	MORN4
TRIM66	TRIM66
QRICH1	QRICH1
BLOC1S2	BLOC1S2
HOGA1	HOGA1
NDE1	NDE1
NBL1	NBL1
IMPDH2	IMPDH2
PTPN14	PTPN14
ANKRD2	ANKRD2
HTR6	HTR6
CEP70	CEP70
TET3	TET3
MYH11	MYH11
LMO1	LMO1
NDUFAF3	NDUFAF3
SAYSD1	SAYSD1
RIC3	RIC3
DALRD3	DALRD3
RAD51B	RAD51B
BFAR	BFAR
ESYT3	ESYT3
TMCO4	TMCO4
UBTD1	UBTD1
WDR6	WDR6
RNF186	RNF186
MMS19	MMS19
TRPV4	TRPV4
SMYD2	SMYD2
CYR61	CCN1
OTUD3	OTUD3
CFAP221	CFAP221
ZDHHC16	ZDHHC16
P4HTM	P4HTM
RPL6	RPL6
C1orf52	C1orf52
GLP1R	GLP1R
BOLA3	BOLA3
TUB	TUB
PTGFR	PTGFR
MOB1A	MOB1A
PLA2G10	PLA2G10
MTHFD2	MTHFD2
PTPN11	PTPN11
PROX1	PROX1
EXOSC1	EXOSC1
SLC4A5	SLC4A5
FAM214A	ATOSA
PLA2G2E	PLA2G2E
ZC3H7A	ZC3H7A
SCTR	SCTR
PGAM1	PGAM1
PGAM1	PGAM4
RRAS	RRAS2
PLA2G5	PLA2G2A
RPH3A	RPH3A
PTDSS2	PTDSS2
TACR1	TACR1
FOPNL	CEP20
ANO9	ANO9
TMEM37	TMEM37
RRP12	RRP12
ARIH2	ARIH2
TMEM229B	TMEM229A
TMEM229B	TMEM229B
SIGIRR	SIGIRR
LRRTM4	LRRTM4
POLR3A	POLR3A
PKP3	PKP3
THAP10	SAMD13
PURB	PURB
CHST3	CHST3
ABCC1	ABCC1
DBI	DBI
AIFM2	AIFM2
SYDE2	SYDE2
SLC25A20	SLC25A20
MACROH2A2	MACROH2A2
WDR63	DNAI3
ARHGAP19	ARHGAP19
TXNDC11	TXNDC11
TTBK2	TTBK2
PRKAR2A	PRKAR2A
GLT1D1	GLT1D1
C2orf76	C2orf76
UBXN10	UBXN10
DNAH8	DNAH8
B4GALNT4	B4GALNT4
LINGO1	LINGO1
ZCCHC24	ZCCHC24
UBR1	UBR1
MCOLN3	MCOLN3
SLIT1	SLIT1
SLC15A4	SLC15A4
SNN	SNN
PPIF	PPIF
DDX19	DDX19A
DDX19	DDX19B
TMEM132C	TMEM132C
STEAP3	STEAP3
DGCR8	DGCR8
C1QL2	C1QL2
ABCC6	ABCC6
RPP14	HTD2
IFITM5	IFITM5
MCOLN2	MCOLN2
NPY4R	NPY4R2
NPY4R	NPY4R
TRMT2A	TRMT2A
TMEM62	TMEM62
VWA5B1	VWA5B1
PM5	NOMO2
PM5	NOMO1
PM5	NOMO3
CAMK2N1	CAMK2N1
MUL1	MUL1
RANBP1	RANBP1
PTGR2	PTGR2
PGGHG	PGGHG
LPAR3	LPAR3
HMG20A	HMG20A
RAB35	RAB35
ELMSAN1	MIDEAS
SCARNA14	SCARNA14
SNORD18	SNORD18
	COX8A
	COX8C
DNAL1	DNAL1
CDA	CDA
SNORD16	SNORD16
BICDL1	BICDL1
LCOR	LCOR
RIOX1	RIOX1
PINK1	PINK1
gga-mir-184	MIR184
XYLT1	XYLT1
PXK	PXK
	C4orf33
GBF1	GBF1
ARPP19	ARPP19
PPRC1	PPRC1
RPS15A	RPS15A
PSMD13	PSMD13
gga-mir-147	MIR147B
MARCO	MARCO
	ACOT2
	ACOT6
	ACOT4
	ACOT1
PDHB	PDHB
AGMAT	AGMAT
KCTD6	KCTD6
SIRT3	SIRT3
PDE8A	PDE8A
TMEM132B	TMEM132B
EN1	EN1
ARL6IP1	ARL6IP1
ANXA8L1	ANXA8
ANXA8L1	ANXA8L1
ACOX2	ACOX2
LDB1	LDB1
INSIG2	INSIG2
DNAJC16	DNAJC16
RIC8A	RIC8A
ANTXRL	ANTXRL
AACS	AACS
CASP9	CASP9
ABCD3	ABCD3
BRI3BP	BRI3BP
BET1L	BET1L
SMG1	SMG1
CTRC	CTRC
CEP152	CEP152
FAM107A	FAM107A
MYO5A	MYO5A
NUMB	NUMB
CTBS	CTBS
HPS6	HPS6
EFHD2	EFHD2
GNG5	GNG5
GNG5	GNG5B
PLIN1	PLIN1
FHAD1	FHAD1
RPF1	RPF1
FAM3D	FAM3D
ZNF488	ZNF488
CLEC19A	CLEC19A
MYO5C	MYO5C
CCDC93	CCDC93
DHX37	DHX37
PAPLN	PAPLN
VPS51	VPS51
RBP3	RBP3
ARMH3	ARMH3
TMEM51	TMEM51
GNB5	GNB5
